time,variable,stock
113,state,0.46060606060606063
114,state,0.49393939393939396
115,state,0.4858585858585859
116,state,0.45353535353535357
117,state,0.46060606060606063
118,state,0.47070707070707074
119,state,0.4878787878787879
120,state,0.43939393939393945
121,state,0.42424242424242425
122,state,0.48383838383838385
123,state,0.5111111111111112
124,state,0.497979797979798
125,state,0.496969696969697
126,state,0.4686868686868687
127,state,0.47070707070707074
128,state,0.4454545454545455
129,state,0.4353535353535354
130,state,0.4868686868686869
131,state,0.46262626262626266
132,state,0.4636363636363637
133,state,0.4656565656565657
134,state,0.4646464646464647
135,state,0.45757575757575764
136,state,0.42020202020202024
137,state,0.4282828282828283
138,state,0.5080808080808081
139,state,0.4747474747474748
140,state,0.47575757575757577
141,state,0.46060606060606063
142,state,0.47979797979797983
143,state,0.4646464646464647
144,state,0.4787878787878788
145,state,0.48888888888888893
146,state,0.4505050505050505
147,state,0.4272727272727273
148,state,0.41111111111111115
149,state,0.4454545454545455
150,state,0.4636363636363637
151,state,0.46262626262626266
152,state,0.48888888888888893
153,state,0.4737373737373738
154,state,0.4363636363636364
155,state,0.44242424242424244
156,state,0.4505050505050505
157,state,0.4444444444444445
158,state,0.4868686868686869
159,state,0.4737373737373738
160,state,0.49090909090909096
161,state,0.49898989898989904
162,state,0.48080808080808085
163,state,0.5101010101010102
164,state,0.47171717171717176
165,state,0.5161616161616162
166,state,0.48383838383838385
167,state,0.45353535353535357
168,state,0.4464646464646465
169,state,0.45353535353535357
170,state,0.46262626262626266
171,state,0.494949494949495
172,state,0.4868686868686869
173,state,0.4555555555555556
174,state,0.4636363636363637
175,state,0.4474747474747475
176,state,0.43434343434343436
177,state,0.4474747474747475
178,state,0.4686868686868687
179,state,0.46666666666666673
180,state,0.4878787878787879
181,state,0.4747474747474748
182,state,0.4676767676767677
183,state,0.45151515151515154
184,state,0.4464646464646465
185,state,0.4747474747474748
186,state,0.47070707070707074
187,state,0.48888888888888893
188,state,0.4676767676767677
189,state,0.4474747474747475
190,state,0.4636363636363637
191,state,0.4474747474747475
192,state,0.4454545454545455
193,state,0.45353535353535357
194,state,0.45252525252525255
195,state,0.4757575757575758
196,state,0.48888888888888893
197,state,0.4505050505050506
198,state,0.4474747474747475
199,state,0.4454545454545455
1,action,0.37878787878787884
2,action,0.22525252525252526
3,action,0.18484848484848487
4,action,0.14040404040404042
5,action,0.1676767676767677
6,action,0.15050505050505053
7,action,0.17474747474747476
8,action,0.1373737373737374
9,action,0.15454545454545457
10,action,0.18080808080808083
11,action,0.1676767676767677
12,action,0.18686868686868688
13,action,0.17575757575757578
14,action,0.17979797979797982
15,action,0.18282828282828284
16,action,0.18080808080808083
17,action,0.18181818181818182
18,action,0.15252525252525254
19,action,0.14242424242424245
20,action,0.1676767676767677
21,action,0.16363636363636364
22,action,0.17070707070707072
23,action,0.16161616161616163
24,action,0.19595959595959597
25,action,0.1808080808080808
26,action,0.16363636363636366
27,action,0.1373737373737374
28,action,0.15353535353535355
29,action,0.14444444444444446
30,action,0.15656565656565657
31,action,0.1606060606060606
32,action,0.18383838383838386
33,action,0.196969696969697
34,action,0.17676767676767677
35,action,0.18585858585858586
36,action,0.15555555555555556
37,action,0.15353535353535355
38,action,0.16666666666666669
39,action,0.12525252525252525
40,action,0.16565656565656567
41,action,0.1575757575757576
42,action,0.16363636363636366
43,action,0.1787878787878788
44,action,0.1484848484848485
45,action,0.16464646464646465
46,action,0.14242424242424243
47,action,0.1888888888888889
48,action,0.14343434343434344
49,action,0.17777777777777778
50,action,0.1393939393939394
51,action,0.15151515151515152
52,action,0.1484848484848485
53,action,0.17979797979797982
54,action,0.14343434343434344
55,action,0.15454545454545457
56,action,0.15656565656565657
57,action,0.17474747474747476
58,action,0.14343434343434344
59,action,0.15151515151515152
60,action,0.17979797979797982
61,action,0.15454545454545457
62,action,0.1575757575757576
63,action,0.18080808080808083
64,action,0.19292929292929295
65,action,0.197979797979798
66,action,0.1585858585858586
67,action,0.14343434343434344
68,action,0.15656565656565657
69,action,0.16464646464646465
70,action,0.15252525252525254
71,action,0.16464646464646465
72,action,0.14343434343434344
73,action,0.1575757575757576
74,action,0.16262626262626265
75,action,0.196969696969697
76,action,0.18181818181818182
77,action,0.14444444444444446
78,action,0.18282828282828284
79,action,0.1606060606060606
80,action,0.1606060606060606
81,action,0.14343434343434344
82,action,0.15353535353535355
83,action,0.15555555555555556
84,action,0.12424242424242425
85,action,0.16363636363636366
86,action,0.17575757575757578
87,action,0.18181818181818182
88,action,0.17777777777777778
89,action,0.14343434343434344
90,action,0.16868686868686872
91,action,0.15050505050505053
92,action,0.17777777777777778
93,action,0.17070707070707072
94,action,0.15353535353535355
95,action,0.197979797979798
96,action,0.17979797979797982
97,action,0.15656565656565657
98,action,0.15454545454545457
99,action,0.1606060606060606
100,action,0.1787878787878788
101,action,0.15353535353535355
102,action,0.17070707070707072
103,action,0.18484848484848487
104,action,0.18484848484848487
105,action,0.14040404040404042
106,action,0.13535353535353536
107,action,0.18080808080808083
108,action,0.18484848484848487
109,action,0.15555555555555556
110,action,0.17474747474747476
111,action,0.18585858585858586
112,action,0.14141414141414144
113,action,0.1383838383838384
114,action,0.16565656565656567
115,action,0.1606060606060606
116,action,0.1595959595959596
117,action,0.15656565656565657
118,action,0.14444444444444446
119,action,0.1686868686868687
120,action,0.13434343434343435
121,action,0.1090909090909091
122,action,0.16161616161616163
123,action,0.17373737373737375
124,action,0.17070707070707072
125,action,0.18181818181818182
126,action,0.15656565656565657
127,action,0.1484848484848485
128,action,0.14747474747474748
129,action,0.12323232323232325
130,action,0.17979797979797982
131,action,0.14141414141414144
132,action,0.15454545454545457
133,action,0.14545454545454548
134,action,0.16666666666666669
135,action,0.17676767676767677
136,action,0.12626262626262627
137,action,0.12121212121212123
138,action,0.17676767676767677
139,action,0.1585858585858586
140,action,0.1595959595959596
141,action,0.13636363636363638
142,action,0.17373737373737375
143,action,0.1575757575757576
144,action,0.15656565656565657
145,action,0.18585858585858586
146,action,0.17979797979797982
147,action,0.1484848484848485
148,action,0.1090909090909091
149,action,0.1292929292929293
150,action,0.1606060606060606
151,action,0.1595959595959596
152,action,0.16565656565656567
153,action,0.1686868686868687
154,action,0.13434343434343435
155,action,0.1373737373737374
156,action,0.15151515151515152
157,action,0.1383838383838384
158,action,0.16666666666666669
159,action,0.13636363636363638
160,action,0.15656565656565657
161,action,0.16262626262626265
162,action,0.15454545454545457
163,action,0.17575757575757578
164,action,0.15252525252525254
165,action,0.17676767676767677
166,action,0.17373737373737375
167,action,0.15151515151515152
168,action,0.16363636363636364
169,action,0.14444444444444446
170,action,0.15050505050505053
171,action,0.18383838383838386
172,action,0.18080808080808083
173,action,0.14242424242424243
174,action,0.1595959595959596
175,action,0.15252525252525254
176,action,0.14040404040404042
177,action,0.1393939393939394
178,action,0.1606060606060606
179,action,0.1676767676767677
180,action,0.18383838383838386
181,action,0.1606060606060606
182,action,0.14444444444444446
183,action,0.14747474747474748
184,action,0.13636363636363638
185,action,0.14242424242424243
186,action,0.1676767676767677
187,action,0.1787878787878788
188,action,0.1676767676767677
189,action,0.14343434343434344
190,action,0.1575757575757576
191,action,0.1484848484848485
192,action,0.15454545454545457
193,action,0.13131313131313133
194,action,0.1393939393939394
195,action,0.17575757575757578
196,action,0.16161616161616163
197,action,0.1585858585858586
198,action,0.1595959595959596
199,action,0.14646464646464646
